"id","event_name","parent_campaign","layer","default_visible","start_year","end_year","place_name","country_today","lat","lon","coord_source","coord_precision","geometry_type","site_role","perpetrator","succession_type","perpetrator_today","target_group","category","deaths_low","deaths_high","toll_basis","affected_low","affected_high","affected_measure","toll_note","evidence_tier","status","documentation_completeness","completeness_note","key_source","verification_status","verified_note","notes"
"EV0082","Batak massacre","Ottoman suppression of Bulgarian uprising","core","TRUE","1876","1876","Batak","Bulgaria","41.9425","24.2208","unverified_ai","settlement","point","victim_site","Ottoman irregulars","","","Bulgarian villagers","genocide","","","not_quantified","","","","","2","confirmed","not_assessed","","Schuyler and MacGahan reports 1876","unverified","",""
"EV0083","Hamidian massacres","Late Ottoman persecution","core","TRUE","1894","1896","Sasun, Diyarbakir, Urfa and across Anatolia","Turkey","","","","","multi_point","victim_site","Ottoman state and Hamidiye regiments","","","Armenians","genocide","80000","300000","documented_estimate","","","","","2","confirmed","not_assessed","","Consular reports; Bloxham","unverified","",""
"EV0084","Adana massacre","Late Ottoman persecution","core","TRUE","1909","1909","Adana","Turkey","37.0","35.3213","unverified_ai","settlement","point","victim_site","Local forces and mobs","","","Armenians","genocide","15000","25000","documented_estimate","","","","","2","confirmed","not_assessed","","Ottoman courts-martial; contemporary consular reports","unverified","",""
"EV0085","Armenian genocide","Late Ottoman genocides","core","TRUE","1915","1923","Anatolia; Deir ez-Zor; Ras al-Ayn","Turkey / Syria","","","","","network","victim_site","Committee of Union and Progress","","","Armenians","genocide","600000","1500000","documented_estimate","","","","","1","confirmed","not_assessed","","Ottoman courts-martial 1919-20; Ottoman archives; Akcam","unverified","","Deportation routes are the correct geometry, not points"
"EV0086","Assyrian genocide (Seyfo)","Late Ottoman genocides","core","TRUE","1914","1924","Hakkari, Tur Abdin, Urmia","Turkey / Iran / Iraq","","","","","region","victim_site","Ottoman forces and Kurdish irregulars","","","Assyrians, Chaldeans, Syriacs","genocide","250000","300000","documented_estimate","","","","","2","confirmed","not_assessed","","Gaunt, Massacres, Resistance, Protectors","unverified","",""
"EV0087","Greek genocide and Pontic deportations","Late Ottoman genocides","core","TRUE","1914","1922","Pontus; Smyrna","Turkey","","","","","region","victim_site","Ottoman and Kemalist forces","","","Ottoman Greeks","genocide","","","not_quantified","","","","","2","confirmed","not_assessed","","Morgenthau; Shirinian","unverified","",""
"EV0088","Burning of Smyrna","Greco-Turkish War","core","TRUE","1922","1922","Izmir","Turkey","38.4192","27.1287","unverified_ai","settlement","point","victim_site","Turkish forces","","","Greek and Armenian quarters","genocide","","","not_quantified","","","","","2","contested","not_assessed","","Consular and naval eyewitness accounts","unverified","",""
"EV0089","Dersim massacre","Turkish state consolidation","core","TRUE","1937","1938","Tunceli (Dersim)","Turkey","","","","","region","victim_site","Turkish military","","","Alevi Kurds","genocide","13000","40000","documented_estimate","","","","","2","confirmed","not_assessed","","Turkish parliamentary acknowledgement 2011; Bruinessen","unverified","",""
"EV0090","Kurdish village destruction","Turkey-PKK conflict","core","TRUE","1984","1999","Southeast Anatolia","Turkey","","","","","region","victim_site","Turkish security forces","","","Kurdish villagers","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","ECtHR judgments (Akdivar and others)","unverified","","European Court judgments give tier 1"
"EV0091","Kishinev pogrom","Imperial Russian pogroms","core","TRUE","1903","1903","Chisinau","Moldova","47.0105","28.8638","unverified_ai","settlement","point","victim_site","Local mobs with official acquiescence","","","Jews","state terror","49","49","documented_estimate","","","","","2","confirmed","not_assessed","","Contemporary press and inquiry; Zipperstein","unverified","",""
"EV0092","Odessa pogrom","Imperial Russian pogroms","core","TRUE","1905","1905","Odesa","Ukraine","46.4825","30.7233","unverified_ai","settlement","point","victim_site","Mobs and Black Hundreds","","","Jews","state terror","400","2500","documented_estimate","","","","","2","confirmed","not_assessed","","Weinberg","unverified","",""
"EV0093","Ukrainian pogroms of the civil war","Russian Civil War","core","TRUE","1918","1921","Podolia, Volhynia, Kyiv region","Ukraine","","","","","region","victim_site","Various armies and bands","","","Jews","state terror","50000","200000","documented_estimate","","","","","2","confirmed","not_assessed","","Nakhmanovich; Veidlinger, In the Midst of Civilized Europe","unverified","",""
"EV0094","Red Terror","Bolshevik consolidation","core","TRUE","1918","1922","Petrograd, Moscow, Crimea","Russia / Ukraine","","","","","region","victim_site","Cheka","","","Class and political enemies","state terror","","","not_quantified","","","","","2","confirmed","not_assessed","","Memorial; Melgunov","unverified","",""
"EV0095","Decossackization","Bolshevik consolidation","core","TRUE","1919","1920","Don and Kuban","Russia","","","","","region","victim_site","Bolshevik authorities","","","Don and Kuban Cossacks","state terror","","","not_quantified","","","","","2","confirmed","not_assessed","","Holquist","unverified","",""
"EV0096","Solovki special camp","Soviet Gulag","core","TRUE","1923","1939","Solovetsky Islands","Russia","65.0244","35.71","unverified_ai","site","point","victim_site","OGPU/NKVD","","","Prisoners","state terror","","","not_quantified","","","","","1","confirmed","not_assessed","","Memorial archive; Applebaum","unverified","","Prototype of the camp system"
"EV0097","Dekulakization and special settlements","Soviet collectivisation","core","TRUE","1930","1933","Siberia, Urals, Kazakhstan","Russia / Kazakhstan","","","","","region","victim_site","OGPU","","","Peasants labelled kulaks","state terror","","","not_quantified","","","","","1","confirmed","not_assessed","","Viola, The Unknown Gulag; Soviet archives","unverified","","Nazino Island is a documented extreme case"
"EV0098","Holodomor","Soviet collectivisation famines","core","TRUE","1932","1933","Ukrainian SSR; Kuban","Ukraine / Russia","","","","","region","victim_site","Soviet state","","","Ukrainian peasantry","state terror","3500000","5000000","documented_estimate","","","","Ukrainian demographic reconstruction. All-union excess deaths for the 1932-33 famines, including Kazakhstan and the Volga, run to 5.7 to 8.7 million","1","confirmed","extensive","National Book of Memory: 805,743 named victims by settlement, 19 volumes","National Book of Memory (805,743 named victims, 19 vols); Ukrainian MVS archival map","source_checked","National Book of Memory 805,743 names confirmed","Village-level pins are available; genocide designation recognised by many states"
"EV0099","Kazakh famine (Asharshylyk)","Soviet collectivisation famines","core","TRUE","1930","1933","Kazakh SSR","Kazakhstan","","","","","region","victim_site","Soviet state","","","Kazakh nomads","state terror","1500000","2300000","documented_estimate","","","","","2","confirmed","not_assessed","","Cameron, The Hungry Steppe; Kindler","unverified","","Proportionally the deadliest of the Soviet famines"
"EV0100","Great Terror (Yezhovshchina)","Soviet mass operations","core","TRUE","1937","1938","Union-wide","Former USSR","","","","","network","victim_site","NKVD","","","Alleged enemies of the people","state terror","681692","","counted","1575000","","people arrested in the mass operations","The NKVD's own execution tally for 1937 and 1938. A floor, not an estimate","1","confirmed","extensive","Memorial lists.memo.ru; NKVD's own execution statistics","NKVD Order 00447; Memorial lists.memo.ru","unverified","","Execution figure is from NKVD's own statistics"
"EV0101","Butovo firing range","Great Terror","core","TRUE","1937","1938","Butovo, Moscow","Russia","55.5350","37.5900","fixture_dev","site","point","victim_site","NKVD","","","Executed prisoners","state terror","20762","","documented_estimate","","","","","1","confirmed","not_assessed","","NKVD execution lists; Memorial","unverified","",""
"EV0102","Sandarmokh","Great Terror","core","TRUE","1937","1938","Medvezhyegorsk, Karelia","Russia","62.9400","34.6000","fixture_dev","site","point","victim_site","NKVD","","","Executed prisoners, incl. Solovki transport","state terror","6241","","documented_estimate","","","","","1","confirmed","not_assessed","","Memorial; Dmitriev excavations","unverified","",""
"EV0103","Kurapaty","Great Terror","core","TRUE","1937","1941","Minsk","Belarus","53.9006","27.559","unverified_ai","settlement","point","victim_site","NKVD","","","Executed prisoners","state terror","","","not_quantified","","","","","2","contested","not_assessed","","Bykau; 1988 excavations","unverified","","Toll disputed; Belarusian state contests the site's history"
"EV0104","Bykivnia","Great Terror","core","TRUE","1937","1941","Kyiv","Ukraine","50.4501","30.5234","unverified_ai","settlement","point","victim_site","NKVD","","","Executed prisoners","state terror","","","not_quantified","","","","","2","confirmed","not_assessed","","Ukrainian state memorial; excavations","unverified","",""
"EV0105","NKVD Polish Operation","Soviet national operations","core","TRUE","1937","1938","Union-wide, concentrated in Ukraine and Belarus","Former USSR","","","","","region","victim_site","NKVD","","","Soviet Poles","state terror","111091","","documented_estimate","","","","","1","confirmed","not_assessed","","NKVD Order 00485; Memorial","unverified","",""
"EV0106","Katyn massacre","Soviet executions of Polish elites","core","TRUE","1940","1940","Katyn, Mednoye, Kharkiv, Bykivnia","Russia / Ukraine","54.7736","31.7889","fixture_dev","site","multi_point","victim_site","NKVD","","","Polish officers and officials","state terror","21857","","documented_estimate","","","","","1","confirmed","not_assessed","","Politburo decision 5 March 1940; Russian acknowledgement 1990","unverified","","Four separate burial sites"
